pivovar_id,distinct_kategorie,pocet_kategorii,ale_styly,ale_pocet_stylov,lager_styly,lager_pocet_stylov,wheat_styly,wheat_pocet_stylov,non_alco_styly,non_alco_pocet_stylov,sour_styly,sour_pocet_stylov,special_styly,special_pocet_stylov,dark_styly,dark_pocet_stylov,celkova_diverzita
2,"DARK, LAGER, SPECIAL",3,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,3
3,"ALE, DARK, LAGER, NON-ALCO, SPECIAL, WHEAT",6,ipa,1,pilsner,1,oatmeal,1,NULL,0,NULL,0,NULL,0,NULL,0,6
4,ALE,1,ipa,1,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,1
6,"ALE, DARK, LAGER, NON-ALCO, SPECIAL",5,"english pale ale, ipa",2,pilsner,1,NULL,0,NULL,0,NULL,0,NULL,0,bock,1,6
7,ALE,1,"american pale ale, ipa",2,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,2
9,"ALE, DARK, LAGER, SPECIAL",4,american pale ale,1,pilsner,1,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,4
10,"ALE, LAGER",2,ipa,1,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,2
12,"ALE, LAGER, SPECIAL",3,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,3
14,LAGER,1,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,1
15,"ALE, LAGER, SPECIAL",3,american pale ale,1,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,3
16,LAGER,1,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,1
17,"ALE, DARK, LAGER, SPECIAL, WHEAT",5,"amber, american pale ale, english pale ale, ipa",4,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,"bock, dunkel, stout",3,10
18,"ALE, DARK, LAGER",3,amber,1,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,bock,1,3
20,"ALE, LAGER, SPECIAL, WHEAT",4,ipa,1,NULL,0,hefeweizen,1,NULL,0,NULL,0,barleywine,1,NULL,0,4
22,"DARK, LAGER, SPECIAL",3,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,3
23,"ALE, LAGER",2,ipa,1,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,2
24,"ALE, WHEAT",2,NULL,0,NULL,0,hefeweizen,1,NULL,0,NULL,0,NULL,0,NULL,0,2
25,"DARK, LAGER, SPECIAL",3,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,3
26,"ALE, LAGER",2,ipa,1,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,2
28,"ALE, DARK, LAGER, SOUR, WHEAT",5,"english pale ale, ipa",2,NULL,0,hefeweizen,1,NULL,0,NULL,0,NULL,0,"porter, stout",2,7
29,"ALE, DARK, LAGER, SOUR, SPECIAL, WHEAT",6,"american pale ale, belgian, ipa",3,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,stout,1,8
30,"ALE, LAGER",2,ipa,1,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,2
31,"DARK, LAGER, SPECIAL",3,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,3
32,"ALE, LAGER, SPECIAL, WHEAT",4,amber,1,NULL,0,hefeweizen,1,NULL,0,NULL,0,NULL,0,NULL,0,4
34,"ALE, DARK, LAGER, SPECIAL",4,NULL,0,pilsner,1,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,4
35,"ALE, DARK, LAGER, NON-ALCO, SPECIAL, WHEAT",6,"american pale ale, english pale ale",2,pilsner,1,hefeweizen,1,NULL,0,NULL,0,NULL,0,"porter, stout",2,8
36,"ALE, DARK, LAGER, NON-ALCO, SPECIAL",5,ipa,1,pilsner,1,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,5
37,LAGER,1,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,1
38,"LAGER, SPECIAL",2,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,2
39,"DARK, LAGER, SPECIAL",3,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,3
40,"ALE, DARK, LAGER, NON-ALCO, SPECIAL, WHEAT",6,NULL,0,pilsner,1,hefeweizen,1,NULL,0,NULL,0,NULL,0,NULL,0,6
41,"LAGER, SPECIAL",2,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,2
42,"DARK, LAGER, NON-ALCO, SPECIAL",4,NULL,0,pilsner,1,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,4
44,"ALE, DARK, LAGER, SPECIAL, WHEAT",5,"amber, american pale ale, ipa",3,marzen,1,hefeweizen,1,NULL,0,NULL,0,NULL,0,bock,1,7
45,LAGER,1,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,1
47,"DARK, LAGER, SPECIAL",3,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,3
48,LAGER,1,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,1
50,"ALE, DARK, LAGER, SPECIAL, WHEAT",5,ipa,1,NULL,0,hefeweizen,1,NULL,0,NULL,0,NULL,0,NULL,0,5
53,"ALE, DARK, LAGER",3,"amber, ipa",2,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,stout,1,4
54,"ALE, DARK, LAGER, SPECIAL, WHEAT",5,belgian,1,pilsner,1,hefeweizen,1,NULL,0,NULL,0,NULL,0,NULL,0,5
55,"ALE, DARK, LAGER, SPECIAL, WHEAT",5,"altbier, american pale ale, ipa",3,pilsner,1,hefeweizen,1,NULL,0,NULL,0,NULL,0,"porter, stout",2,8
56,"DARK, LAGER, SPECIAL",3,NULL,0,pilsner,1,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,3
57,"ALE, DARK, LAGER, SPECIAL",4,american pale ale,1,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,4
58,"ALE, DARK, LAGER, SPECIAL, WHEAT",5,"amber, american pale ale, ipa",3,pilsner,1,"hefeweizen, oatmeal",2,NULL,0,NULL,0,NULL,0,"bock, porter, stout",3,10
59,"LAGER, SPECIAL",2,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,2
60,"DARK, LAGER, SPECIAL",3,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,3
61,"LAGER, SPECIAL",2,NULL,0,pilsner,1,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,2
62,"ALE, DARK, LAGER, SPECIAL, WHEAT",5,"amber, ipa",2,pilsner,1,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,6
66,"LAGER, SPECIAL",2,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,2
67,"ALE, DARK, LAGER, SPECIAL, WHEAT",5,NULL,0,NULL,0,hefeweizen,1,NULL,0,NULL,0,NULL,0,NULL,0,5
68,"ALE, DARK, LAGER, SOUR, SPECIAL, WHEAT",6,"amber, american pale ale, english pale ale, ipa",4,pilsner,1,hefeweizen,1,NULL,0,gose,1,NULL,0,"bock, dunkel, porter, stout",4,12
69,"ALE, DARK, LAGER, SPECIAL, WHEAT",5,"american pale ale, ipa",2,pilsner,1,hefeweizen,1,NULL,0,NULL,0,NULL,0,bock,1,6
70,"ALE, DARK, LAGER, SPECIAL, WHEAT",5,"american pale ale, ipa",2,pilsner,1,hefeweizen,1,NULL,0,NULL,0,NULL,0,NULL,0,6
71,LAGER,1,NULL,0,pilsner,1,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,1
72,"LAGER, SPECIAL",2,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,2
73,"ALE, LAGER, SPECIAL, WHEAT",4,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,4
74,LAGER,1,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,1
75,"ALE, DARK, LAGER, SPECIAL, WHEAT",5,ipa,1,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,bock,1,5
76,"ALE, DARK, LAGER, SPECIAL, WHEAT",5,"altbier, amber, american pale ale, english pale ale, ipa",5,helles,1,hefeweizen,1,NULL,0,NULL,0,NULL,0,"bock, stout",2,10
77,"DARK, LAGER, SPECIAL",3,NULL,0,pilsner,1,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,3
78,"ALE, DARK, LAGER, NON-ALCO, SPECIAL",5,"american pale ale, ipa",2,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,stout,1,6
79,"ALE, LAGER, WHEAT",3,american pale ale,1,NULL,0,hefeweizen,1,NULL,0,NULL,0,NULL,0,NULL,0,3
80,"ALE, DARK, LAGER, SOUR, SPECIAL, WHEAT",6,"american pale ale, belgian, ipa, saison",4,steam beer,1,oatmeal,1,NULL,0,NULL,0,barleywine,1,"porter, stout",2,10
81,"ALE, LAGER, SPECIAL, WHEAT",4,NULL,0,NULL,0,hefeweizen,1,NULL,0,NULL,0,NULL,0,NULL,0,4
82,"LAGER, SPECIAL",2,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,2
83,"ALE, DARK, LAGER",3,"amber, american pale ale, belgian, ipa",4,helles,1,NULL,0,NULL,0,NULL,0,NULL,0,"porter, stout",2,7
84,LAGER,1,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,1
85,"ALE, DARK, LAGER",3,"american pale ale, belgian, ipa",3,festbier,1,NULL,0,NULL,0,NULL,0,NULL,0,porter,1,5
86,"LAGER, SPECIAL",2,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,2
87,LAGER,1,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,1
88,LAGER,1,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,1
89,"ALE, DARK, LAGER, SPECIAL",4,"american pale ale, belgian, ipa",3,NULL,0,NULL,0,NULL,0,NULL,0,pumpkin,1,stout,1,6
90,LAGER,1,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,1
91,"ALE, DARK, LAGER, SPECIAL",4,"amber, american pale ale, ipa",3,marzen,1,NULL,0,NULL,0,NULL,0,NULL,0,bock,1,6
